id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
35464959,"1 bedroom, shared apartment/living.",266823933,Natalie,Bronx,Van Nest,40.8455,-73.86217,Private room,35,3,1,6/17/2019,1,1,342
35614155,"""The quick get Away #2""",241454071,Leyland,Bronx,Hunts Point,40.81879,-73.88646,Private room,35,2,1,6/26/2019,1,2,59
11452,Clean and Quiet in Brooklyn,7355,Vt,Brooklyn,Bedford-Stuyvesant,40.68876,-73.94312,Private room,35,60,0,,,1,365
297611,Inexpensive apartment in exchange for cat-care,997124,Alison,Brooklyn,Fort Greene,40.69309,-73.97074,Private room,35,3,1,5/13/2018,0.07,1,0
613818,Small Private Room # 1 with Window,2712353,Masud,Brooklyn,Cypress Hills,40.68375,-73.87065,Private room,35,28,88,5/22/2019,1.05,4,326
685435,Cozy Private Bedroom $800 Month,1360296,Maria Daniela,Brooklyn,East New York,40.67635,-73.89124,Private room,35,3,13,5/29/2019,0.16,1,2
924600,"Sunny, private room in Brooklyn!",4973668,Gloria,Brooklyn,Bedford-Stuyvesant,40.68713,-73.93659,Private room,35,5,69,6/15/2019,0.91,3,244
1171716,Room with a sunrise view over colored rooftops,6415261,John,Brooklyn,Flatbush,40.63641,-73.96712,Private room,35,30,0,,,1,317
1223755,"Cozy, friendly, 3 min from subway.",3571821,Andy & Friends,Brooklyn,Bedford-Stuyvesant,40.69122,-73.95648,Shared room,35,5,110,1/3/2018,1.49,4,0
1323801,"Cozy, friendly, 3 min from subway!",3571821,Andy & Friends,Brooklyn,Bedford-Stuyvesant,40.69081,-73.95627,Shared room,35,5,120,1/3/2018,1.66,4,0
1578721,"Huge, Sunny Greenpoint Flat",999689,Eric,Brooklyn,Greenpoint,40.72887,-73.95163,Private room,35,30,5,4/23/2014,0.07,1,97
1762852,Charming and Cozy Bedroom in Artists Colony,173997,Beth,Brooklyn,Williamsburg,40.70942,-73.95302,Private room,35,2,3,6/24/2017,0.12,2,0
1913864,One Bedroom in an apartment,9745149,Idoline,Brooklyn,Crown Heights,40.67138,-73.96058,Private room,35,30,7,5/4/2019,0.15,2,318
2082670,East Williamsburg Room near L train,10638597,Reid,Brooklyn,Williamsburg,40.70674,-73.94365,Private room,35,1,2,6/1/2016,0.03,1,0
3554287,Academic Summer Sublet/Sunset Park,6504434,Ayanna,Brooklyn,Sunset Park,40.64993,-74.00191,Private room,35,7,0,,,1,0
3850254,"Private Room in Bushwick, fully furnished",5175407,Holly,Brooklyn,Bushwick,40.6998,-73.93265,Private room,35,10,20,2/1/2018,0.34,1,0
4157064,16' x 11' Furnished BR with Balcony,3563,Arnie,Brooklyn,Sunset Park,40.64076,-74.0224,Private room,35,6,1,11/28/2014,0.02,1,0
4174286,Bushwick BR/Private Bathroom,21660125,Chris,Brooklyn,Bushwick,40.69358,-73.91914,Private room,35,15,1,4/15/2016,0.03,1,0
4227141,Cozy Bedroom,21938126,Reenie,Brooklyn,Bedford-Stuyvesant,40.68724,-73.94218,Private room,35,2,11,6/2/2019,0.81,2,11
4699061,Cosy room in Brooklyn!2min to Sbwy,24291213,Joerg,Brooklyn,Sunset Park,40.64009,-74.01714,Private room,35,1,0,,,2,0
4700809,Cozy Two-bedroom Apt in a Cute House in Brooklyn!,24298733,Tuva,Brooklyn,Kensington,40.6367,-73.97434,Private room,35,4,0,,,2,0
5641644,Private Cozy Room in Crown Heights,25354313,Tommy,Brooklyn,Crown Heights,40.67413,-73.95916,Private room,35,3,54,1/27/2019,1.18,2,0
6020044,Park Slope Bedroom,12154854,Ryan,Brooklyn,Gowanus,40.67092,-73.98997,Private room,35,1,0,,,1,0
6245521,Ensuite Redroom,9922972,Memo & Iso,Brooklyn,Bedford-Stuyvesant,40.68403,-73.93641,Private room,35,1,162,6/20/2019,3.2,5,162
6305553,BK Room Available 5/17-5/24,32798845,Justin,Brooklyn,Kensington,40.64345,-73.98258,Private room,35,1,0,,,1,0
6324190,1 Bedroom in Giant Bushwick House,4157362,Casey,Brooklyn,Bedford-Stuyvesant,40.69564,-73.93335,Private room,35,10,0,,,1,0
6327222,Ensuite Turquoise Room,9922972,Memo & Iso,Brooklyn,Bedford-Stuyvesant,40.68497,-73.93669,Private room,35,1,174,6/9/2019,3.45,5,153
6799130,1 Bedroom available for the entirety of September,35590273,Nikima,Brooklyn,Red Hook,40.67659,-74.00643,Private room,35,10,1,9/2/2015,0.02,2,0
6884254,Cozy quiet room off of Broadway,19789003,Mike,Brooklyn,Bedford-Stuyvesant,40.68666,-73.91972,Private room,35,1,1,8/22/2015,0.02,1,0
6926449,Lovely room off Prospect Park,36308476,Erica,Brooklyn,Flatbush,40.64924,-73.96714,Private room,35,4,2,8/21/2016,0.06,1,157
7015831,Relaxing bedroom in 6br apartment,36029533,John,Brooklyn,Bushwick,40.69034,-73.91666,Private room,35,1,1,7/28/2015,0.02,1,0
7036435,Quiet Bushwick Bedroom,5476372,Stonie,Brooklyn,Bushwick,40.69289,-73.92312,Private room,35,1,3,1/11/2017,0.06,1,0
7180335,Comfortable Bedroom,3508047,Brian,Brooklyn,Bushwick,40.69765,-73.93334,Private room,35,5,1,1/1/2019,0.16,3,0
7347350,Room in East Williamsburg 1 Block from L Train,6284410,Fiona,Brooklyn,Williamsburg,40.70794,-73.93976,Private room,35,5,1,7/21/2016,0.03,1,0
7397699,Room in the heart of Williamsburg!,38759330,Nathaniel,Brooklyn,Williamsburg,40.7122,-73.9511,Private room,35,1,3,9/13/2015,0.06,1,0
7435882,Bushwick Room,4807448,David,Brooklyn,Bushwick,40.70647,-73.92093,Private room,35,20,0,,,1,0
7660853,Lefferts Garden 1 bedroom,40010465,Luca,Brooklyn,East Flatbush,40.65429,-73.94917,Private room,35,1,1,8/31/2015,0.02,1,0
7717598,Cozy Brooklyn Private Home,40532977,Johari,Brooklyn,Bedford-Stuyvesant,40.67982,-73.91347,Entire home/apt,35,3,63,1/21/2019,1.33,4,0
7801023,Cute room right by Prospect Park,41060321,Maria,Brooklyn,Prospect-Lefferts Gardens,40.65757,-73.95015,Private room,35,1,0,,,1,0
7932177,Private room with patio,41827222,Michael,Brooklyn,Bedford-Stuyvesant,40.6937,-73.94962,Private room,35,6,10,6/10/2017,0.28,2,0
8392929,AFFORDABLE & COZY IN SUNSET PARK,1182180,"Isaac, Linda & Noelia",Brooklyn,Sunset Park,40.64985,-74.00207,Private room,35,6,26,6/30/2019,0.57,1,160
8402882,Peaceful BR in Historic Brownstone,3687880,Veola,Brooklyn,Bedford-Stuyvesant,40.68293,-73.93437,Private room,35,14,0,,,1,0
8664965,shared space with Great location!!!,43719073,Nora,Brooklyn,Sheepshead Bay,40.59852,-73.95481,Shared room,35,1,116,6/25/2019,2.55,5,351
8760003,Cozy Room in Willamsburg Loft,45937698,Rhea,Brooklyn,Greenpoint,40.72604,-73.95536,Private room,35,1,9,3/6/2017,0.2,1,0
8920714,A Spacious Room in Bushwick Apt,46650449,Sam,Brooklyn,Bushwick,40.69846,-73.91202,Private room,35,1,0,,,1,0
9716234,Cozy with Great location !!!,43719073,Nora,Brooklyn,Sheepshead Bay,40.59878,-73.95425,Shared room,35,1,104,7/8/2019,2.45,5,352
9731178,Spacious duplex in Bed Stuy,8693741,John,Brooklyn,Bedford-Stuyvesant,40.69616,-73.94737,Private room,35,1,2,6/27/2016,0.05,1,0
9732432,2nd floor bedroom in Bushwick house,14974205,Gabriel,Brooklyn,Bushwick,40.69351,-73.92309,Private room,35,1,1,1/14/2016,0.02,1,0
9900100,"Sunny, Cozy Double Room in Brooklyn",34991003,Karen,Brooklyn,East Flatbush,40.6458,-73.92384,Private room,35,7,9,5/20/2019,0.39,3,326
9901423,Sunny Room in Brooklyn,34991003,Karen,Brooklyn,East Flatbush,40.64604,-73.92511,Private room,35,3,19,9/22/2018,0.47,3,272
9926058,"Spacious, Private Bushwick Room",46887682,Anusheh,Brooklyn,Bushwick,40.7049,-73.92,Private room,35,1,1,12/26/2015,0.02,1,0
10018963,Budget room in Downtown Brooklyn,48487386,Kazuhiro,Brooklyn,Gowanus,40.6824,-73.98824,Private room,35,2,112,6/20/2019,2.7,1,27
10034709,"Fun, Cute, Sunny Bushwick Room",51513260,Morgan,Brooklyn,Bushwick,40.70136,-73.91857,Private room,35,6,1,2/25/2016,0.02,1,0
10056245,Spacious room in Brooklyn,25866647,Nick,Brooklyn,Midwood,40.62259,-73.96107,Private room,35,3,175,6/14/2019,4.1,1,49
10069586,Cozy room in a dynamic Brooklyn neighborhood,5391472,Ella,Brooklyn,Crown Heights,40.67154,-73.94981,Private room,35,14,1,1/19/2017,0.03,2,0
10102206,Futon in Brooklyn near subway,33480709,Katherine,Brooklyn,Crown Heights,40.67114,-73.93561,Shared room,35,1,0,,,1,0
10202835,Cozy room in Artist House,37561828,Evan,Brooklyn,Bushwick,40.69387,-73.92666,Private room,35,3,33,9/5/2016,0.78,1,0
10382430,Private bedroom located in Bushwick,53445174,Robert,Brooklyn,Bushwick,40.68597,-73.91417,Private room,35,1,1,1/31/2016,0.02,1,0
10837039,Private Room in Spacious 3BR 2BA,2252514,April,Brooklyn,Prospect-Lefferts Gardens,40.65791,-73.95009,Private room,35,1,2,11/21/2016,0.06,1,0
10958668,Large Cozy Room in Prospect Heights,4269459,Lindsey,Brooklyn,Crown Heights,40.67734,-73.96076,Private room,35,1,2,3/13/2016,0.05,1,0
11480835,Brooklyn Bushwhick Private Room,7990995,Juno,Brooklyn,Bushwick,40.70017,-73.92081,Private room,35,1,0,,,1,0
11549676,Spacious Room w private bathroom,27751504,Liz,Brooklyn,Kensington,40.63974,-73.97439,Private room,35,14,2,4/30/2018,0.06,1,0
11775483,Sunny little Nook in NYC!,116382,Anthony,Brooklyn,Crown Heights,40.66898,-73.94209,Private room,35,3,165,4/10/2019,4.09,5,272
11829419,1-bedroom in Brooklyn,62915940,Baochen,Brooklyn,Borough Park,40.6311,-74.00445,Private room,35,1,9,8/9/2016,0.24,1,0
12081254,Sunny Private Brooklyn Bedroom w/ Backyard Access,31230100,Elissa,Brooklyn,Crown Heights,40.67298,-73.95561,Private room,35,7,1,7/15/2016,0.03,3,157
12249461,Cosy room in Brooklyn! 2min to Sbwy,24291213,Joerg,Brooklyn,Sunset Park,40.63877,-74.01993,Private room,35,1,2,4/8/2016,0.05,2,0
12274909,Beautiful spacious bedroom BayRidge FEMALES only,60756664,Carol,Brooklyn,Bay Ridge,40.63456,-74.02483,Private room,35,1,33,6/12/2019,0.84,1,337
12669603,Sunny Suite with Bath near Prospect Park,39185689,Cupid,Brooklyn,Prospect-Lefferts Gardens,40.66097,-73.95155,Private room,35,3,12,7/2/2019,0.31,1,176
12904840,Spacious and sunny room in Brooklyn,27634654,Elena,Brooklyn,Bay Ridge,40.6311,-74.03022,Private room,35,30,5,1/3/2018,0.13,2,0
12953862,Artist Den Across from Park,15515731,Mira,Brooklyn,Bedford-Stuyvesant,40.68645,-73.93994,Private room,35,5,1,5/23/2016,0.03,1,0
13137970,Charming room in light filled apt,9614283,Sara Cecilia,Brooklyn,Bushwick,40.70158,-73.92023,Private room,35,3,7,7/8/2017,0.22,1,0
13221788,Minimalist room next to the subway (2),74179880,Silvia,Brooklyn,East New York,40.67378,-73.88846,Private room,35,30,86,6/23/2019,2.29,8,326
13272022,Spacious Private Room in Brooklyn,24765466,Alexandria,Brooklyn,Prospect-Lefferts Gardens,40.65588,-73.95062,Private room,35,20,0,,,1,0
13398406,"Big Room, Big Living Room, Rooftop Hot Tub",76244490,Kunal,Brooklyn,Williamsburg,40.71605,-73.9518,Shared room,35,15,0,,,1,0
13429684,Private room in Bushwick,76578903,Mason,Brooklyn,Bushwick,40.69941,-73.92833,Private room,35,10,13,4/13/2018,0.37,1,0
13573103,"Private room in Bushwick, Brooklyn. backyard+roof!",78279322,Cortland,Brooklyn,Bushwick,40.69092,-73.91546,Private room,35,1,1,7/5/2016,0.03,1,0
13625381,The perfect spot in Bushwhick,9320995,Jessie,Brooklyn,Bushwick,40.7035,-73.92912,Private room,35,3,1,1/1/2018,0.05,1,0
13659004,"Sunlit, cozy bedroom in Bushwick:: needs owner!",79373292,Yenmin,Brooklyn,Bushwick,40.68392,-73.90654,Private room,35,6,2,8/23/2016,0.06,1,0
13911123,1 bedroom in 3 bedroom/2bath Bushwick Apt.,82512085,Hattie,Brooklyn,Bushwick,40.68987,-73.91548,Private room,35,1,1,8/10/2016,0.03,1,0
13926029,SOUTH SLOPE Brooklyn - Bright and Spacious Bedroom,7007654,Dhwani,Brooklyn,Sunset Park,40.65976,-73.99191,Private room,35,2,0,,,1,0
14557713,Simple Williamsburg room in prime location!,14684457,Christine,Brooklyn,Williamsburg,40.71521,-73.96164,Private room,35,3,2,8/31/2016,0.06,1,0
14691805,Madison home-,91359302,Kent,Brooklyn,Bedford-Stuyvesant,40.68895,-73.92146,Private room,35,1,35,5/1/2019,1,1,0
14770256,Lovely bedroom in the heart of Brooklyn,42854068,Pau,Brooklyn,Midwood,40.61679,-73.96016,Private room,35,5,0,,,1,0
15133972,Friendly and kind!Clean and safe!Best hostel ever!,95958773,Maryna,Brooklyn,Brighton Beach,40.57608,-73.9614,Shared room,35,1,34,6/1/2019,1.01,3,343
15829202,"Single Bed  room in townhouse, near subway",102482048,Susy,Brooklyn,Bushwick,40.68224,-73.90739,Private room,35,2,106,6/24/2019,3.26,4,349
15839085,"Double bed, Modern Skylight Room Near Train",102482048,Susy,Brooklyn,Bushwick,40.68315,-73.90908,Private room,35,2,44,3/10/2019,1.41,4,325
15942403,Cozy studio basement in heart of Brooklyn,57646925,Gaddi,Brooklyn,Flatlands,40.62846,-73.93355,Private room,35,2,0,,,1,0
15990572,Giant Green Room - AC and 20 Min to Manhattan,103841276,Cristina And Sasha,Brooklyn,Bushwick,40.69994,-73.93224,Private room,35,1,148,6/24/2019,4.63,2,169
15998231,Cozy Room in Brownstone,20327528,Miller,Brooklyn,Bedford-Stuyvesant,40.68631,-73.95597,Private room,35,3,0,,,1,0
16081163,Bright Brooklyn Bedroom in Crown Heights,17848497,Steve,Brooklyn,Crown Heights,40.67532,-73.94138,Private room,35,3,2,4/23/2017,0.07,1,0
16191889,Williamsburg - Terrace apartment,12943509,Grace,Brooklyn,Williamsburg,40.713,-73.94109,Private room,35,3,0,,,1,0
16256074,Sweet cozy room in Brooklyn - East Williamsburg,44707475,Rachel,Brooklyn,Williamsburg,40.71396,-73.93952,Private room,35,7,5,2/10/2019,0.16,1,0
16259169,Private semi-furnished room in  6 bedroom duplex.,106321136,Devshri,Brooklyn,Bedford-Stuyvesant,40.69118,-73.9554,Private room,35,15,0,,,1,0
16298489,Sunny Room,47675184,Antonio,Brooklyn,Bedford-Stuyvesant,40.69201,-73.9475,Private room,35,1,7,1/12/2017,0.22,1,0
16540563,Sun-filled Jewel in the Heart of Bushwick,108781530,Isaac,Brooklyn,Bushwick,40.69544,-73.92994,Private room,35,2,1,9/17/2018,0.1,1,0
16585566,Quiet  Clean Private Bedroom  Brooklyn,6600911,Cristina,Brooklyn,Bensonhurst,40.61336,-73.9857,Private room,35,3,11,6/8/2019,0.38,2,79
16779548,Empire Room in Spacious Apartment,24283455,Igam,Brooklyn,Gravesend,40.58906,-73.98245,Private room,35,3,52,6/9/2019,1.78,2,0
16845840,Small Private Room for Rent,2712353,Masud,Brooklyn,Cypress Hills,40.68668,-73.87565,Private room,35,28,5,11/20/2018,0.19,4,326
16995743,Cozy private on Bedford Avenue,53127489,Will,Brooklyn,Williamsburg,40.71404,-73.96119,Private room,35,1,2,2/13/2017,0.07,2,0
17383929,Spacious Brooklyn Bedroom For the Month of Nov.,117498033,Luciana,Brooklyn,Crown Heights,40.67561,-73.93138,Private room,35,20,0,,,1,0
17456123,Private room in Bushwick close to Subway,48534640,Sucharita,Brooklyn,Bushwick,40.69601,-73.9069,Private room,35,15,2,5/7/2017,0.07,1,0
18326238,Brooklyn State of Mind - The Artist Loft,2141311,Thomas,Brooklyn,Williamsburg,40.71937,-73.94556,Private room,35,2,0,,,2,0
18359593,Private and Comfy Room | Super Close to NYC!,127092689,Heath,Brooklyn,Bedford-Stuyvesant,40.6924,-73.94825,Private room,35,20,0,,,1,0
18916850,Sunny Bedroom in the Heart of Bushwick!!!,44679058,Daniel,Brooklyn,Bushwick,40.69976,-73.9319,Private room,35,2,2,6/28/2017,0.08,1,0
19156426,"Private room with 2 Windows, 1st FL",2712353,Masud,Brooklyn,Cypress Hills,40.68696,-73.87564,Private room,35,28,7,6/24/2019,0.29,4,312
19271084,"Sunny quiet room + living room, 22m to Man. J,M,L",24745688,Talha Can,Brooklyn,Bushwick,40.69439,-73.92008,Private room,35,25,3,2/28/2019,0.13,1,36
19345676,"Room in spacious, light-filled Brownstone",637733,William,Brooklyn,Bedford-Stuyvesant,40.69092,-73.93094,Private room,35,3,5,4/20/2018,0.32,1,0
19408027,Beautiful Room in Brooklyn with 2 Roommates,34585857,Saya,Brooklyn,Crown Heights,40.6719,-73.93475,Private room,35,7,5,3/29/2019,0.25,1,36
19466060,your space around Myrtle Ave,17274880,Jangho,Brooklyn,Bedford-Stuyvesant,40.69343,-73.9371,Private room,35,5,5,12/27/2017,0.22,1,0
19788577,Bushwick Landing Pad,36952002,Debra,Brooklyn,Bushwick,40.68787,-73.91305,Private room,35,2,14,6/27/2019,0.66,1,16
19922819,great area in East Williamsburg,10642725,Nate,Brooklyn,Bedford-Stuyvesant,40.69425,-73.93325,Private room,35,2,1,9/28/2017,0.05,1,0
19985199,Workspace Room 2 - 2,9864136,Anthony,Brooklyn,Bushwick,40.68507,-73.91329,Private room,35,2,5,9/18/2018,0.21,26,311
20147886,Nice clean and quiet bedroom in two bedroom app,119680716,Petar,Brooklyn,Kensington,40.6368,-73.96857,Private room,35,1,6,8/26/2017,0.26,1,0
20306472,Big sunny bedroom Clinton Hill $50/day,442106,Bobby,Brooklyn,Bedford-Stuyvesant,40.69256,-73.96058,Private room,35,1,5,9/13/2017,0.22,1,0
20553283,Medical Student Room A : Brooklyn Hospitals,146776990,Rosemarie,Brooklyn,East Flatbush,40.65286,-73.93209,Private room,35,30,3,5/26/2018,0.16,4,342
20628186,Medical Student Room B : Brooklyn Hospitals,146776990,Rosemarie,Brooklyn,East Flatbush,40.65312,-73.93413,Private room,35,30,5,12/29/2018,0.22,4,263
20711534,Lovely bushwick room,8138665,Sophie,Brooklyn,Bushwick,40.70631,-73.91922,Private room,35,7,2,2/18/2019,0.09,1,364
20845735,Cozy Room in Bushwick.,87562955,Kennedy,Brooklyn,Bushwick,40.69813,-73.91991,Private room,35,7,1,10/4/2017,0.05,1,0
20901848,Great budget private room,93025114,Estevan,Brooklyn,Bedford-Stuyvesant,40.67969,-73.93974,Private room,35,3,0,,,1,0
20968536,Cute room in Bushwick,65302026,Enrique,Brooklyn,Bushwick,40.69686,-73.91431,Private room,35,1,0,,,1,0
21029146,Small room nearby C-train station (female only),131638913,Sachie,Brooklyn,Clinton Hill,40.68428,-73.96526,Private room,35,1,1,12/31/2017,0.05,1,0
21149901,Cozy room in the heart of Brooklyn,152605245,Kristina,Brooklyn,Kensington,40.64382,-73.97774,Private room,35,3,1,10/16/2017,0.05,1,0
21230213,Beautiful Room in Bed-Stuy Apartment,125549620,Ashley,Brooklyn,Bedford-Stuyvesant,40.68527,-73.93924,Private room,35,2,1,10/25/2017,0.05,1,0
21253000,Cozy 2-people room at Coliving in Bushwick!,10994664,Alexander,Brooklyn,Bushwick,40.69241,-73.90545,Shared room,35,30,0,,,8,312
21470099,Sunny Living Room with Comfortable Futon,3038856,Samir,Brooklyn,Williamsburg,40.7141,-73.96163,Shared room,35,1,0,,,3,0
21471517,Charming Cozy Bedroom in Bushwick art house,155923396,Kelly,Brooklyn,Bushwick,40.70067,-73.92752,Private room,35,2,22,6/24/2019,1.89,3,29
21503830,Provincial welcomes the new in revitalized Bklyn,310296,Jaqui And Mark,Brooklyn,Prospect-Lefferts Gardens,40.66376,-73.94643,Private room,35,1,45,6/23/2019,2.42,2,52
21569763,Cheery Bedroom in Brooklyn Apartment,3075854,Alexa,Brooklyn,Sunset Park,40.64046,-74.01337,Private room,35,3,3,9/7/2018,0.16,1,0
21764245,Top Bunk in Queer Co-Living Space for Men,34614054,Marco,Brooklyn,Greenpoint,40.72317,-73.94635,Shared room,35,3,15,6/30/2019,0.78,5,301
21765318,Middle Bunk in Queer Co-Living Space for Men,34614054,Marco,Brooklyn,Greenpoint,40.72477,-73.94465,Shared room,35,2,16,6/23/2019,0.81,5,274
22008794,Beautiful Bright Room in Bushwick,1230739,Dylan,Brooklyn,Bushwick,40.69159,-73.91235,Private room,35,14,0,,,1,0
22017804,Cozy Room in Crown Heights,27105320,Eliana,Brooklyn,Crown Heights,40.67238,-73.95222,Private room,35,7,0,,,1,0
22032605,Spacious Attic Room,160899890,Carly,Brooklyn,Midwood,40.61609,-73.95893,Private room,35,1,2,1/2/2018,0.11,1,0
22062320,Large comfy Clean Bedroom in Brooklyn,6600911,Cristina,Brooklyn,Bensonhurst,40.61224,-73.98563,Private room,35,3,1,12/31/2017,0.05,2,61
22119375,Hart House - Calm Space in Bed-Stuy Activist Home,63935474,Tok,Brooklyn,Bedford-Stuyvesant,40.69538,-73.94657,Private room,35,2,4,1/1/2018,0.21,1,0
22180116,Brooklyn Huge Room,15640230,Susana,Brooklyn,Crown Heights,40.66571,-73.9338,Private room,35,30,5,8/10/2018,0.28,4,292
22237320,Modern Room in Coliving/15min walk to Williamsburg,159811367,Sergii,Brooklyn,Bedford-Stuyvesant,40.69676,-73.93959,Shared room,35,30,4,8/16/2018,0.22,10,327
22259480,"Bed-stuy, Brooklyn Private Bedroom",78895626,Kamerin,Brooklyn,Bedford-Stuyvesant,40.68444,-73.91874,Private room,35,4,0,,,1,0
22367196,Sunny Bushwick Room with Holiday Sale Price!,163554531,Joshua,Brooklyn,Bushwick,40.69417,-73.91237,Private room,35,3,0,,,1,0
22385723,"Large, Sunny Bushwick Loft with Rooftop Access",35089676,Francis,Brooklyn,Bushwick,40.69967,-73.92096,Private room,35,1,8,6/14/2019,0.44,1,76
22409377,Cosy room in bushwick,100032033,Shaul,Brooklyn,Bushwick,40.68684,-73.91001,Private room,35,1,0,,,1,0
22463977,Amazing Master Bedroom in Historic Brooklyn,164650025,Chris,Brooklyn,Prospect Heights,40.67757,-73.97023,Private room,35,1,204,6/30/2019,11.17,1,19
22489609,Comfortable and Quiet,44216307,Aaron,Brooklyn,Sunset Park,40.64976,-74.00165,Private room,35,1,27,6/16/2019,1.5,1,35
22529877,Cosy.,156505456,John,Brooklyn,East New York,40.66254,-73.88896,Private room,35,3,18,3/17/2019,1.02,13,79
22617426,Beautiful Private Bedroom for rent  Crown Heights,166286543,Mark,Brooklyn,Crown Heights,40.67439,-73.95286,Private room,35,10,5,2/1/2019,0.29,2,350
22754373,"Brooklynite Room, 10 mins to Williamsburg/LES/City",1678704,Roberto,Brooklyn,Bedford-Stuyvesant,40.69251,-73.9301,Private room,35,1,5,9/1/2018,0.46,3,59
22901723,1 Bedroom in an amazing central Bed-Stuy apt!,89221067,Nola,Brooklyn,Bedford-Stuyvesant,40.68652,-73.95005,Private room,35,5,0,,,1,0
22907753,Cozy Private Room in Ditmas Park Apt,16006049,Lanxing,Brooklyn,Flatbush,40.65168,-73.96457,Private room,35,2,0,,,1,0
22946348,"Sunny Room near Prospect Park, 35mins to Manhattan",127545011,Kristiana,Brooklyn,East Flatbush,40.65222,-73.95016,Private room,35,1,5,11/30/2018,0.42,1,0
22971238,"Suite 18 - Private Room, Close to Coney Island",99296570,Daisy,Brooklyn,Brighton Beach,40.58012,-73.95896,Private room,35,1,77,6/18/2019,4.67,5,187
23006591,Suite 18 - Private Room w/ private bath,99296570,Daisy,Brooklyn,Brighton Beach,40.58198,-73.9577,Private room,35,1,67,6/11/2019,3.83,5,186
23035891,"Beautiful room in Williamsburg, close to Manhattan",37222237,Samy Nemir,Brooklyn,Williamsburg,40.70649,-73.94317,Private room,35,6,0,,,1,0
23256828,"Sunny, Spacious Brooklyn Room 1 Block From Train!",63943922,Maxwell,Brooklyn,Bushwick,40.68705,-73.91425,Private room,35,3,4,7/1/2018,0.24,1,0
23359277,Brooklyn private attic in a circus home,14719992,Yoni,Brooklyn,Cypress Hills,40.67853,-73.88991,Private room,35,1,17,2/17/2019,1.13,3,0
23380590,Sunny apt in dynamic Bushwick,164519659,Jessica,Brooklyn,Bushwick,40.70073,-73.91714,Private room,35,1,6,4/21/2018,0.37,1,0
23435615,Private New Brooklyn Room,125431405,Kacey,Brooklyn,Bushwick,40.697,-73.93116,Private room,35,1,1,5/12/2018,0.07,1,0
23797329,Newly & Comfy Shared room close to Manhattan,178543960,Sergii,Brooklyn,Greenpoint,40.72104,-73.93985,Shared room,35,30,3,8/1/2018,0.19,10,365
23810398,Bed Stuy Brownstone 50 steps to the Train :),178696800,Felisha,Brooklyn,Crown Heights,40.67825,-73.94748,Private room,35,1,45,7/2/2019,2.83,1,28
23961249,Private Room in Bklyn Brownstone; 20 mins to NYC!,127437059,Carol,Brooklyn,Crown Heights,40.66685,-73.93828,Private room,35,2,26,6/13/2019,1.68,1,79
24398061,Cute and Cozy Bushwick BR,53163551,Amanda,Brooklyn,Bushwick,40.70037,-73.91751,Private room,35,14,4,6/16/2018,0.28,1,0
24464665,Spacious private bedroom with high ceilings,28046572,Dier,Brooklyn,Bedford-Stuyvesant,40.68869,-73.93449,Private room,35,20,1,7/16/2018,0.08,1,0
24580129,Quiet Space,143070465,Kai,Brooklyn,Bedford-Stuyvesant,40.6977,-73.94781,Private room,35,2,10,10/11/2018,0.7,1,0
24735722,"Small Private Room # 1, single / Twin  bed.",43825074,Masud,Brooklyn,Cypress Hills,40.68593,-73.87793,Private room,35,28,9,5/1/2019,0.63,3,312
25804387,Private room by Prospect Park in Brooklyn,106783508,Gilford,Brooklyn,Flatbush,40.65374,-73.96104,Private room,35,60,0,,,1,0
26080745,bayroom,196017211,Mohammed,Brooklyn,Bay Ridge,40.63554,-74.02421,Private room,35,28,7,5/21/2019,0.55,1,264
26210593,Bright  4-people room close to Manhattan,178543960,Sergii,Brooklyn,Greenpoint,40.71997,-73.94021,Shared room,35,30,0,,,10,343
26211176,Shared room in East Williamsburg near the park,178543960,Sergii,Brooklyn,Greenpoint,40.72157,-73.94002,Shared room,35,30,1,8/10/2018,0.09,10,364
26251173,Large bedroom close to M & L trains with backyard,71742050,Jameel,Brooklyn,Bushwick,40.70057,-73.91414,Private room,35,3,0,,,1,3
26255895,Furnished room w/ AC in Crown Heights/Clinton Hill,9478555,Alex,Brooklyn,Crown Heights,40.67911,-73.96012,Private room,35,2,2,7/5/2018,0.16,1,0
26422113,Sunny Room in Brooklyn 2,34991003,Karen,Brooklyn,East Flatbush,40.64617,-73.92397,Private room,35,3,7,6/4/2019,0.57,3,319
26743342,Brand New Brooklyn Style Hostel RM3 #4,119669058,Melissa,Brooklyn,Bedford-Stuyvesant,40.69396,-73.95578,Shared room,35,1,16,7/6/2019,1.34,34,346
26892245,Cozy Brooklyn Room,3552356,Griffin,Brooklyn,Bushwick,40.69995,-73.91802,Private room,35,5,2,8/16/2018,0.18,1,0
27083112,"Stay with PJ above a caf̩, 1 block from the subway",203793342,Pj,Brooklyn,Bedford-Stuyvesant,40.69817,-73.93776,Private room,35,2,21,7/1/2019,1.88,1,1
27136219,Cozy eclectic bedroom in the heart of Bushwick,19923039,Justin,Brooklyn,Bushwick,40.70144,-73.92094,Private room,35,5,3,1/6/2019,0.27,1,0
27472111,"Private .5 bath/ Queen Room Bushwick Brooklyn, NYC",2885704,Victor,Brooklyn,Bushwick,40.69383,-73.92068,Private room,35,2,43,6/23/2019,4.08,2,15
